#Нуль щели
0.080,0.082,0.084,0.084.0.085

32.6,32.6,32.7

#ШИРИНА ЩЕЛИ
0.3

#НАЧАЛО 1 ПОЛОСЫ
34.1,34.2,34.0

#КОНЕЦ 1 ПОЛОСЫ
35.1,35.0,35.0


0.358 -- ширина
